공고명 (title),주관기관 (agency),기관구분 (agencyType),공고유형 (category),접수시작 KST (applyStartAt),접수마감 KST (applyEndAt),접수중 (isActive),지원대상 (applicantTypes),대상지역 (targetRegions),대상업종 (targetIndustries),업력하한 (minBusinessYears),업력상한 (maxBusinessYears),종업원수상한 (maxEmployees),연매출상한 (maxRevenue),지원금하한 (amountMin),지원금상한 (amountMax),요구인증 (requiredCertifications),대표자연령하한 (minAge),대표자연령상한 (maxAge),법인한정 (corporationOnly),반복여부 (recurrence),요약 (summary),지원자격 원문 (applyTargetDetail),제외대상 원문 (excludeTarget),공고원문 URL (sourceUrl),수집출처 (sourceApi),원본 공고번호 (externalId),적재일시 KST (createdAt),갱신일시 KST (updatedAt),내부 식별자 (id),원문 지역 (raw.rawRegion),원문 공고유형 (raw.rawCategory),원문 지원대상 (raw.rawApplyTarget),원문 업력 (raw.rawBusinessYears),원문 대상연령 (raw.targetAge),원문 담당부서 (raw.department),원문 연락처 (raw.contact),원문 우대사항 (raw.preferential),통합공고 여부 (raw.integratedNotice)
[무료/선착순] 대구 피지컬AI & 공공데이터 활용 세미나,메타코드에이치,민간(private),교육·멘토링(education),2026-08-14 00:00,2026-09-07 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대구,,,10,,,,,,,,,단발(once),대구디지털혁신진흥원과 메타코드가 피지컬AI와 공공데이터 활용 분야 취업 및 창업에 필요한 개념부터 컨설팅까지 준비했습니다. 관심 있는 분들은 신청 바랍니다.,"대학생,취업준비생,예비 창업자 및 현직 실무자",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178936,kstartup,178936,2026-08-20 18:24,2026-08-21 20:53,1ab36af4-a6ae-4014-a33c-51dadbb26db5,대구,멘토링ㆍ컨설팅ㆍ교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",교육팀,025158809,,N
[창업] AI 활용 상세페이지·상품 기획 실습,마포청년창업취업지원센터 나루,공공기관(public),교육·멘토링(education),2026-08-18 00:00,2026-09-07 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,3,,,,,,20,39,,단발(once),"[창업] AI 활용 상세페이지·상품 기획 실습 창업교육을 진행하오니, 많은 관심과 지원 부탁드립니다.",예비 및 초기 청년(만 19세~39세) 창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178937,kstartup,178937,2026-08-20 18:24,2026-08-21 20:53,5bd9ba46-f655-435a-bcd9-0bb02d7d2b65,전국,창업교육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만",만 20세 이상 ~ 만 39세 이하,취창업지원,0262611939,,N
[Try Everything 2026] 서울시 글로벌 창업행사  사전등록 신청,재단법인 서울경제진흥원,공공기관(public),경진대회·행사(contest),2026-07-31 00:00,2026-09-08 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"창업에 관심 있는 누구나 참여하는 글로벌 행사로, 컨퍼런스 세션 및 국내외 투자사·기업·기관·스타트업 간 1:1 현장 밋업을 통한 투자·협력 기회를 제공하고자 하니 많은 관심과 참여 바랍니다.","예비창업자, 국내외 대·중견기업, 스타트업, VC/AC, 유관기관, 학생 등 창업/투자 생태계에 관심있는 누구나",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178756,kstartup,178756,2026-08-20 18:24,2026-08-21 20:53,3eea189c-796d-4a16-92e7-c44c931dcf0f,전국,행사ㆍ네트워크,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",스케일업2팀,0221152047,,N
[SBS문화재단x한투AC] Media'X' challenge 2026 ｜ 총 5.2억원 상당 상금 및 크레딧 지급,한국투자액셀러레이터,민간(private),사업화자금(funding),2026-08-10 00:00,2026-09-08 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),"SBS문화재단과 한국투자액셀러레이터가 공동 주최하는 'MediA 'X' Challenge 2026'는 미디어를 넘어 모든 산업의 문제를 해결하는 AI 기술 스타트업을 찾습니다. 
선발팀에게는 총 5.2억 원 규모의 상금과 네이버 클라우드 크레딧을 제공할 예정입니다. 
기술이 실제 산업과 사업의 성장으로 이어질 수 있도록, 선발 이후의 기회까지 함께 만들어 드립니다.",창업 7년 이내 스타트업 (예비창업자 포함),,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178863,kstartup,178863,2026-08-20 18:24,2026-08-21 20:53,ca4d0403-2762-4838-aac7-d59c1994c2d1,전국,사업화,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",사업운영실,0263561410,,N
2026년 하반기 D-테스트베드 참여자 모집,한국핀테크지원센터,민간(private),기술개발(R&D)(rnd),2026-08-12 00:00,2026-09-08 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,20,,,단발(once),"금융위원회와 한국핀테크지원센터는 금융·비금융 결합데이터 및 분석 환경 등을 지원하여 초기 핀테크 아이디어를 테스트하고 그 효과성을 시험해볼 수 있도록 D-테스트베드 사업을 운영하고 있습니다.

 이에 따라, 「2026년 D-테스트베드」 사업의 하반기 참여자 모집을 아래와 같이 공모하오니 관심 있는 기업과 개인의 많은 참여 바랍니다.","제공되는 데이터를 활용하여 자신의 아이디어 검증을 희망하는 기업, 개인(팀 포함)",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178949,kstartup,178949,2026-08-20 18:24,2026-08-21 20:53,af2923b4-ab29-434d-b91d-69000a4c3cf0,전국,기술개발(R&amp;D),"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",디지털전략부,0263751524,,N
2026년 CAU Tech-Connecting Day [중앙대학교 기술세미나 및 기술상담회],중앙대학교 창업보육센터(다빈치),공공기관(public),기술개발(R&D)(rnd),2026-08-14 00:00,2026-09-10 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"중앙대학교 창업보육센터에서는 대학 보유 우수 기술을 발굴하고, 이를 필요로 하는 기업과 연결하여 기술사업화 및 비즈니스 고도화를 지원하고자 『2026년 CAU Tech-Connecting Day』를 개최합니다.

기술 도입 및 사업 확장을 희망하는 기업 대표님들의 많은 관심과 참여 바랍니다.",중앙대와 기술교류를 희망하는 (예비)창업기업,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178924,kstartup,178924,2026-08-20 18:24,2026-08-21 20:53,2919fb00-8a29-454a-997a-4712cc395d4a,전국,기술개발(R&amp;D),"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업보육센터&#40;다빈치&#41;,03167047624763,,N
「2026 기업가정신 확산 및 진흥 유공」 포상 신청 공고,한국청년기업가정신재단,민간(private),교육·멘토링(education),2026-07-13 00:00,2026-09-11 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),기업가정신 생태계 구축과 문화조성에 기여한 공적이 있는 단체 또는 개인의 성과와 노고를 격려하기 위한 「2026  기업가정신 확산 및 진흥 유공」 포상 신청·접수를 아래와 같이 공고하오니 많은 참여 바랍니다.,"기업가정신 교육, 정책 개발, 연구 등 기업가정신 생태계 구축과 문화조성에 3년 이상 기여한 공적이 있는 개인 또는 단체
1) 개인
- 교사, 교수, 창업지원 기관 및 기업가정신 관련 기관 소속 임직원 
- 기업가정신을 발현하고 있는 기업·기관 소속 대표 및 임직원
2) 단체
- 교육, 창업지원, 정책개발, 연구 등 기업가정신 확산에 기여한 단체 
- 기업가정신을 발현하고 있는 기업·기관 및 단체",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178633,kstartup,178633,2026-08-20 18:24,2026-08-21 20:53,ad02e879-72c0-49b4-b672-c41790adf291,전국,창업교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",문화조성본부 기반구축팀,0269532696,,N
2026년 달구벌여성창업보육센터 4차 입주기업 모집,달구벌여성인력개발센터,민간(private),입주공간(space),2026-07-22 00:00,2026-09-11 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대구,,,3,,,,,,20,,,단발(once),"달구벌여성인력개발센터는 『달구벌여성창업보육센터』 운영을 통해 창의적 아이디어 
및 우수 기술력을 보유한 여성(예비)창업가가 초기에서 성장으로 이어지는 기반을  
마련하는데 도움이 되고자 다음과 같이 입주기업을 모집합니다","- 대구지역 여성 중 우수한 창업아이템을 보유하고 창업의지가 강한 예비창업자 또는 대구지역 소재 3년 미만 창업자
- 공고일 기준 대구광역시에 주민등록(또는 사업자등록)이 되어 있는 자
※ 예비창업자의 경우 입주 계약 후 3개월 이내 달구벌여성창업보육센터로 사업자등록이 가능한 자
※ 기창업자의 경우 입주 계약 후 1개월 이내 주사업장(본사) 이전이 가능한 기업","-국세 또는 지방세를 체납 중인 자
- 정부지원사업 및 유관기관 사업에 참여제한으로 제재중인 자
- 공고일 현재 휴업 중인 기업
- 기타 운영위원회에서 부적합하다고 인정하는 자",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178660,kstartup,178660,2026-08-20 18:24,2026-08-21 20:53,fe747a75-3af5-43fd-96bb-b3d6ad620961,대구,시설ㆍ공간ㆍ보육,"대학생,일반인,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업지원팀,0532851331,,N
2026년 경기도일자리재단 1인 창조기업 지원센터 하반기 신규 기업 모집,경기도일자리재단,공공기관(public),입주공간(space),2026-08-04 00:00,2026-09-11 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,7,,,,,,20,,,단발(once),"중소벤처기업부와 경기도가 지원하고, 경기도일자리재단 남부사업본부가 운영하는 1인 창조기업지원센터에서는 창업을 촉진시키고, 유망한 기업인 양성을 위해 경기도 내 열정 있는 예비 창업가 및 1인 창조기업을 다음과 같이 모집합니다.","- 예비창업자 : 공고일 현재 경기도 내에 주소를 둔 예비창업자로, 타 직장에 재직 중이지 않은 1인 창조기업 창업예정자
- 기창업자 : 공고일 현재 경기도 내에 주된 사무소를 둔 창업 7년 이내 기업으로, 타 직장에 재직 중이지 않은 창업자
※ 예비창업자의 경우 최종 선정 후, 최대 6개월 이내 창업(사업자 등록) 하여야 함","- 국가 또는 지방자치단체가 운영하는 1인 창조기업 지원을 받고 있는 자
- 중소기업창업지원법 시행령 제4조(창업에서 제외되는 업종)에 해당하는 자
- 금융기관 등의 채무불이행 중 인자",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178792,kstartup,178792,2026-08-20 18:24,2026-08-21 20:53,4466bfe3-75ca-4bcf-929b-a7dab5ec8ced,경기,시설ㆍ공간ㆍ보육,"일반인,일반기업,1인 창조기업","예비창업자,7년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",남부사업본부 기업지원팀,0312709788,,Y
2026 북부 경기문화창조허브 스타트업 입주사 23기 모집 공고,경기콘텐츠진흥원,공공기관(public),입주공간(space),2026-08-11 00:00,2026-09-11 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,7,,,,,,20,,,단발(once),북부 경기문화창조허브에서 23기 스타트업 입주기업을 모집합니다!,"모집대상
1) 입주협약 체결 후 1개월 이내 창업 가능한 유망 예비창업자
2) 공고일 기준, 창업일로부터 7년이 경과되지 아니한 신규기업 또는 신규기업으로 구성된 그룹

모집 분야 : 아래 중 한가지 이상에 해당하는 기업
1) 콘텐츠산업 특수분류 해당 사업수행 기업
※ 출판, 만화, 음악, 영화, 게임, 애니메이션, 방송, 광고, 캐릭터, 지식정보, 콘텐츠솔루션, 공연
※ 웹 개발, 콘텐츠 솔루션업, AI 기술 등을 활용한 융합 콘텐츠 제작 기업 가산점 부여
2) 콘텐츠와 융합 가능한 디자인 기업
3) 스타트업을 지원하는 기업(서비스기업, 법률관련기업, 콘텐츠 혹은 디자인 유통기업 등)",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178872,kstartup,178872,2026-08-20 18:24,2026-08-21 20:53,15001fd9-e060-4c07-a8cc-c7e35f09aa2b,경기,시설ㆍ공간ㆍ보육,"일반기업,1인 창조기업","예비창업자,7년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",북부권역센터,0318772718,,N
2026년 서울창업허브M+ 글로벌 오픈 이노베이션,서울경제진흥원,공공기관(public),입주공간(space),2026-08-13 00:00,2026-09-11 23:59,Y,개인사업자(individual) | 법인(corporate),서울,,,7,,,,,,,,,단발(once),서울창업허브M+는 서울 소재 유망 스타트업의 해외 진출을 지원하기 위해 시장분석 보고서를 제공하고 수요기업 연계 오픈 이노베이션을 운영합니다. 현지 시장정보 획득 및 FTP 및 Sunwah Group과의 협업을 희망하는 스타트업의 많은 관심과 참여 바랍니다.,서울 소재 창업 7년 이내 스타트업(신산업 창업분야 10년 미만),,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178915,kstartup,178915,2026-08-20 18:24,2026-08-21 20:53,6c1f59ec-7810-4c95-bb6d-adeb63ec72c5,서울,시설ㆍ공간ㆍ보육,일반기업,"1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",클러스터혁신팀,0269589107,,Y
[무료 AI 역량강화 교육] 생성형 AI 기반 무역 컴플라이언스 및 관세·ESG 리스크 최적화,(주)글로벌창업연구소,민간(private),교육·멘토링(education),2026-08-04 00:00,2026-09-14 23:59,Y,개인사업자(individual) | 법인(corporate),,,,10,,,,,,20,,,단발(once),글로벌 공공조달·수출 분야의 AI 활용 역량을 강화하고 디지털 전환을 지원하기 위한 「2026 산업전문인력 AI역량강화 지원사업」 교육과정에 참여할 기업및 재직자를 다음과 같이 모집합니다.,글로벌 공공조달 및 수출(예비) 기업 실무자 및 중간관리급 재직자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178798,kstartup,178798,2026-08-20 18:24,2026-08-21 20:53,0707e3af-ddcd-48be-99be-c7a7dff92b02,전국,멘토링ㆍ컨설팅ㆍ교육,일반기업,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",AI교육,15444781,,N
2026년 6회차 지식재산권 무료 초청교육 수요조사,한국특허정보원,공공기관(public),교육·멘토링(education),2026-08-14 00:00,2026-09-14 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"한국특허정보원은 개인, 소기업등 지식재산 정보가 필요한 다양한 계층을 대상으로 지식재산권과 관련된 폭넓은 교육기회를 제공하고자 「지식재산권 무료초청 교육」을 개최하오니, 관심있는 분들의 많은 참여를 부탁드립니다.","지식재산교육이 필요한 개인 신청자
(5인 미만 기업의 경우 개인 자격으로만 신청이 가능합니다)",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178885,kstartup,178885,2026-08-20 18:24,2026-08-21 20:53,17397be9-504d-41fb-b651-23d6074204d0,전국,창업교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",지능정보데이터실,0269151551,,N
2026년 모두의 창업 글로벌 재외국민 프로그램 참여자 모집 공고,중소벤처기업부,공공기관(public),수출·해외진출(export),2026-08-12 00:00,2026-09-14 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),해외 AC 등과 연계하여 유학생 등 재외국민의 창업준비와 성장을 지원하는 모두의 창업 글로벌 재외국민 프로그램에 참여할 참여자를 다음과 같이 모집 공고 합니다.,한국 국적을 보유하고 해외에 거주 중인 유학생 등 예비창업자 또는 업력 7년 이내 해외 진출 창업기업 [공고문 참조],공고문 내 신청제외대상 참조,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178896,kstartup,178896,2026-08-20 18:24,2026-08-21 20:53,08bc355d-dcdb-406b-8bfc-f71b219747ad,전국,글로벌,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",글로벌전략실,0444101886,,N
광명업사이클아트센터 2026년 하반기 가상오피스 지원기업 모집,광명시,지자체(local),입주공간(space),2026-08-14 00:00,2026-09-14 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,5,,,,,,,,,단발(once),"광명시 업사이클아트센터는 에코디자인, 콘텐츠 융·복합 분야 스타트업을 대상으로 가상오피스를 지원하고 있습니다. 다음과 같이 신규 가상오피스를 모집하오니 창의적인 아이디어와 우수한 역량을 보유한 (예비)창업자의 많은 관심과 참여를 바랍니다.","○ 업사이클 및 친환경 분야의 창업 5년 이내 (예비)창업자 중 개인사업자
○ 가상오피스 지원 계약 체결 후 1개월 이내에 광명업사이클아트센터로 사업자 주소지 등록(변경) 가능한 (예비)창업자",※ 법인사업자 가상오피스 지원 불가,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178930,kstartup,178930,2026-08-20 18:24,2026-08-21 20:53,8caa59e5-af94-44ae-a584-66cc3e4bdb73,전국,시설ㆍ공간ㆍ보육,"청소년,대학생,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",자원순환과 자원순환팀,0226806951,,N
2026 큐네스티 소셜임팩트 TIPS IR 데모데이 참가기업 모집 (@ 배민스타트업스퀘어),재단법인 큐네스티,민간(private),경진대회·행사(contest),2026-08-18 00:00,2026-09-15 23:59,Y,개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),"'사회문제를 해결하는 기술, TIPS 도약의 무대에 서다'

재단법인 큐네스티에서 소셜임팩트 기술 스타트업의 투자 유치와 2027년도 TIPS 도전을 지원하기 위해 아래와 같이 「2026 큐네스티 소셜임팩트 TIPS IR 데모데이」 참가기업을 모집합니다.

큐네스티는 TIPS 운영사이자 임팩트 투자기관으로, 본 행사의 우수 기업에게는 직접 투자 검토와 2027년도 TIPS 추천 프로그램 연계를 지원합니다. 사회·환경 문제를 기술로 해결하는 유망 스타트업의 많은 관심과 지원 바랍니다.","○ 사회·환경 문제를 해결하는 소셜임팩트 기술 스타트업 (본선 10개사 내외 선발)

○ 모집 분야
  1. 소셜임팩트 일반: 일자리창출, 친환경·기후테크, 소상공인/지역활성화, 시니어·돌봄 등
  2. 생활·상거래 연계: 물류·유통 테크, 핀테크, 소상공인 디지털 솔루션, 푸드테크 등

○ 참가 요건 (TIPS 추천 자격 준용)
  - 창업 7년 이내 (신산업 10년 이내) 법인 스타트업
  - 대표자 포함 2인 이상 창업팀 구성
  - 직전 연도 전체 매출액 20억 원 미만 / 누적 투자유치금액 50억 원 미만","○ 과거 TIPS R&D(일반/딥테크/글로벌/스케일업) 수혜 이력이 있는 기업
○ 현재 타 TIPS 트랙에 신청하여 평가가 진행 중인 기업
○ 국가연구개발사업 및 중소기업 기술개발사업 참여제한 대상 기업
○ 기타 세무, 임금체불, 창업 제외 업종 등 법적 결격 사유가 있는 기업",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178927,kstartup,178927,2026-08-20 18:24,2026-08-21 20:53,189d4e06-aec0-45b4-b97e-f6a5e8240b06,전국,행사ㆍ네트워크,일반기업,7년미만,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",액셀러레이팅투자4팀,0222788399,,N
2026년 여성창업 사업화지원사업(2차) 참여자 모집,달구벌여성인력개발센터,민간(private),사업화자금(funding),2026-07-16 00:00,2026-09-17 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대구,,,3,,,,,,,,,단발(once),달구벌여성인력개발센터(대구달서여성새로일하기센터)는 대구 지역의 여성 (예비)창업자를 대상으로 성공적인 창업지원을 위해 다음과 같이 「2026년 여성창업 사업화지원사업(2차)」을 시행하오니 많은 참여 바랍니다.,공고일 기준 대구지역 여성 중 예비 창업자 또는 3년 이내 창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178589,kstartup,178589,2026-08-20 18:24,2026-08-21 20:53,79eb83ac-7783-4187-a8c2-1634d99c3ea1,대구,사업화,"대학생,일반인,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업지원팀,0532851331,,N
2026년 제대군인 창업 경진대회 참가자 모집,국가보훈부,공공기관(public),경진대회·행사(contest),2026-08-18 00:00,2026-09-17 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,20,,,단발(once),국가보훈부는 우수 사업 아이템을 보유한 예비 또는 창업기업 단계에 있는 제대군인을 발굴 및 홍보하여 제대군인의 잠재된 창업 의욕 고취를 위해 「2026년 제대군인 창업 경진대회」를 개최합니다. 창업에 관심이 있는 제대군인 분들의 많은 관심과 참여 바랍니다.,"ㅇ 지원 대상
- 공고일 기준 혁신적인 기술과 사업모델(BM) 또는 우수 창업 아이템*을 보유하고 있는 예비 창업자 또는 창업 7년 이내 창업기업**
* 「중소기업창업지원법 시행령 제4조」 에 따라 창업에서 제외되는 업종 관련 창업 아이템은 선정에서 제외
** 공고문 내 붙임 3 창업여부 기준표에 따라 신청자격 적합 여부 결정(신청 전 필수 확인)

ㅇ 참가 자격
- 공고일 기준 국가보훈부에 등록된 중·장기복무 제대군인(5년 이상) 또는 국가보훈부 지원 대상자로 선정된 의무복무제대군인*
* 공고일 기준 전역 후 3년이 지나지 아니한 등급미달 경상이자, 취업맞춤특기병, 저소득·모범장병",공고문 2페이지 참가 제외 요건 확인,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178931,kstartup,178931,2026-08-20 18:24,2026-08-21 20:53,d6e5d59d-8055-4466-9534-6609a12a5eb0,전국,행사ㆍ네트워크,"일반인,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",제대군인일자리과,0442025732,,N
[숭실대학교 캠퍼스타운] 2026 숭실 스타트업 아카데미 9월 참여자 모집,숭실대학교 캠퍼스타운사업단,공공기관(public),교육·멘토링(education),2026-08-12 00:00,2026-09-18 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),서울,,,10,,,,,,20,,,단발(once),"숭실대학교 캠퍼스타운에서 창업자들이 직면한 애로사항과 관심도를 반영한 주제를 선정하여,  전문적이고 

실효성 있는 창업 정보를 제공하는 실무 중심의 교육을 진행합니다. 많은 관심과 참여 부탁드립니다.","스타트업 대표 및 임직원, 예비 창업자 및 창업에 관심이 있는 학생 등",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178890,kstartup,178890,2026-08-20 18:24,2026-08-21 20:53,d41b9f5b-cb7e-4c66-9eca-156d29a362ce,서울,창업교육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업지원단,028287481,,N
2026년 하반기 벤처확인 도전기업 일대일 비대면 밋업 참여기업 모집,(주)엠비즈플래닛 산하 혁신기술경영인증지원센터,민간(private),사업화자금(funding),2026-08-22 00:00,2026-09-18 23:59,Y,개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"벤처기업확인 인증은 자금조달, 정부지원사업 가점, 세제 감면 등 기업 성장의 든든한 발판이 되는 핵심 인증제도 입니다. 혁신기술경영인증지원센터에서는 벤처기업확인(최초·재인증)을 준비하는 기업의 성공적인 인증 준비를 지원하기 위하여 『2026년 벤처확인 가능성 1:1 비대면 밋업』 참여기업을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.","① 벤처기업확인 최초 인증을 준비하는 기업
② 벤처기업 재인증을 준비하는 기업
③ 벤처확인 준비 방향이 필요한 기업
④ 기술성 및 사업성 진단을 희망하는 기업
⑤ 벤처인증 준비 상태 점검 및 전문가 자문이 필요한 기업","- 벤처기업에 포함되지 않는 업종 ( 일반 유흥 주점업, 무도 유흥 주점업, 기타 주점업, 블록체인 기반 암호화 자산 매매 및 중개업, 기타 사행시설 관리 운영업, 무도장 운영업)
- 신청일 기준 회사 설립이 완료되지 않은 기업 (예비창업자)
- 국제 또는 지방세 체납으로 규제 중인 자
- 공고 마감일 기준 휴업 중인 기업, 금융기관 등으로부터 채무불이행으로 규제 중인 자 또는 기업",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178947,kstartup,178947,2026-08-20 18:24,2026-08-21 20:53,94415ab5-29a2-4cda-8127-1d5ca9018df6,전국,사업화,"일반기업,1인 창조기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",혁신기술경영인증지원센터,0314225585,,N
2026년 제5회 유니버설디자인 공모전,한남대학교 사회혁신성장지원센터,공공기관(public),경진대회·행사(contest),2026-07-15 00:00,2026-09-20 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대전,,,10,,,,,,,,,단발(once),지속가능발전목표(SDGs)의 가치를 바탕으로 시민 누구나 차별 없이 이용 가능한 ‘모두를 위한 디자인’ 문화를 확산하고자 「2026년 제5회 유니버설디자인 공모전」을 아래와 같이 공고하오니 많은 관심과 참여 바랍니다.,자격 제한 없음(출품료 없음) ※1인 2작품 이내,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178547,kstartup,178547,2026-08-20 18:24,2026-08-21 20:53,d1f2b6f0-2c59-4cfa-b351-801a613ad9d3,대전,행사ㆍ네트워크,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",사회혁신성장지원센터,0426297169,,N
